City Name,Date,Latitude,Longitude,Country,Humidity,Cloudiness,Max Temp,Wind Speed,Temperature
Tocopilla,2019-10-12 23:55:41,-70.2,-22.09,CL,20,0,53.85,5.67,53.85
Rocha,2019-10-12 23:55:41,-54.34,-34.48,UY,99,100,63.84,6.11,63.84
Tagab,2019-10-12 23:55:41,69.65,34.85,AF,61,1,50.0,3.51,50.0
Alta Floresta,2019-10-12 23:55:42,-56.08,-9.87,BR,93,85,70.86,3.89,70.86
Arman,2019-10-12 23:55:42,150.17,59.7,RU,68,57,31.15,13.68,31.15
Hingatungan,2019-10-12 23:55:42,125.19,10.58,PH,84,98,77.02,1.83,77.02
Lomovka,2019-10-12 23:55:42,58.37,53.92,RU,97,100,39.51,3.26,39.51
Iberia,2019-10-12 23:55:42,-69.49,-11.41,PE,68,27,73.94,1.52,73.94
Suoyarvi,2019-10-12 23:55:43,32.35,62.08,RU,93,100,43.86,10.91,43.86
Margate,2019-10-12 23:55:43,147.26,-43.03,AU,58,75,57.99,4.7,55.96
Itoman,2019-10-12 23:55:43,127.67,26.12,JP,65,75,78.8,11.41,76.19
Mwinilunga,2019-10-12 23:55:43,24.43,-11.73,ZM,87,100,65.34,3.67,65.34
Buin,2019-10-12 23:55:44,-70.74,-33.73,CL,59,90,62.6,1.12,61.38
Alto Araguaia,2019-10-12 23:55:44,-53.22,-17.32,BR,65,74,74.1,5.44,74.1
Escanaba,2019-10-12 23:55:44,-87.06,45.75,US,86,90,41.0,13.87,37.49
Kutum,2019-10-12 23:55:44,24.66,14.2,SD,51,84,76.3,2.33,76.3
Thinadhoo,2019-10-12 23:55:45,72.93,0.53,MV,78,97,81.09,7.19,81.09
Taoudenni,2019-10-12 23:55:45,-3.98,22.68,ML,23,4,88.5,9.97,88.5
Buta,2019-10-12 23:55:45,24.73,2.79,CD,99,99,68.72,1.3,68.72
Guane,2019-10-12 23:55:45,-84.09,22.2,CU,76,6,81.91,7.05,81.91
Piquete,2019-10-12 23:55:46,-45.18,-22.61,BR,39,2,80.6,9.17,73.06
Uray,2019-10-12 23:55:46,64.8,60.13,RU,97,40,37.27,5.1,37.27
Kysyl-Syr,2019-10-12 23:55:46,122.77,63.9,RU,90,98,15.21,7.02,15.21
Gorontalo,2019-10-12 23:55:46,123.06,0.54,ID,66,0,83.55,3.05,83.55
Mezhdurechensk,2019-10-12 23:55:46,88.07,53.69,RU,92,29,36.03,2.93,36.03
Sao Desiderio,2019-10-12 23:55:47,-44.97,-12.36,BR,25,0,77.52,4.09,77.52
Cancun,2019-10-12 23:55:47,-86.85,21.17,MX,79,20,84.2,5.82,84.11
Lhokseumawe,2019-10-12 23:55:47,97.15,5.18,ID,89,96,72.41,2.13,72.41
Cabedelo,2019-10-12 23:55:47,-34.84,-6.97,BR,94,60,73.4,10.29,73.4
Azangaro,2019-10-12 23:55:47,-70.2,-14.91,PE,51,61,53.6,11.41,53.6
Kandrian,2019-10-12 23:55:47,149.55,-6.21,PG,84,41,81.37,8.52,81.37
Waverly,2019-10-12 23:55:48,-77.1,37.04,US,77,90,73.4,5.1,69.26
Ust-Nera,2019-10-12 23:55:48,143.24,64.57,RU,88,50,1.4,6.11,1.4
Yanam,2019-10-12 23:55:48,82.22,16.73,IN,91,22,74.82,2.3,74.82
Miri,2019-10-12 23:55:48,9.75,10.31,NG,86,46,74.17,4.13,74.17
Davila,2019-10-12 23:55:49,120.58,18.47,PH,83,20,73.4,2.24,73.4
Carballo,2019-10-12 23:55:49,-8.69,43.21,ES,72,75,66.99,14.99,64.09
Lyuban,2019-10-12 23:55:49,28.0,52.8,BY,83,66,51.96,10.88,51.96
Oliveira dos Brejinhos,2019-10-12 23:55:49,-42.89,-12.32,BR,46,33,78.85,14.09,78.85
Szczecinek,2019-10-12 23:55:49,16.69,53.71,PL,91,73,55.99,5.38,53.69
Pyapon,2019-10-12 23:55:49,95.68,16.29,MM,91,90,76.33,4.12,76.33
Muzhi,2019-10-12 23:55:50,64.7,65.4,RU,95,76,31.84,3.27,31.84
Caranavi,2019-10-12 23:55:50,-67.57,-15.83,BO,94,21,62.98,0.94,62.98
Ishinomaki,2019-10-12 23:55:50,141.3,38.42,JP,68,75,69.8,14.99,69.8
Ust-Maya,2019-10-12 23:55:50,134.54,60.42,RU,89,100,18.27,7.16,18.27
Namatanai,2019-10-12 23:55:51,152.44,-3.66,PG,67,92,84.76,4.12,84.76
Nurota,2019-10-12 23:55:51,65.69,40.56,UZ,57,45,50.0,6.93,50.0
Dubuque,2019-10-12 23:55:51,-90.66,42.5,US,80,90,46.99,14.99,40.32
San Policarpo,2019-10-12 23:55:51,125.51,12.18,PH,64,98,82.51,6.05,82.51
Bam,2019-10-12 23:56:40,58.36,29.11,IR,22,0,70.14,9.47,70.14
Syracuse,2019-10-12 23:56:41,-76.15,43.05,US,100,98,52.0,8.63,49.26
Simplicio Mendes,2019-10-12 23:56:41,-41.91,-7.85,BR,35,18,84.74,8.21,84.74
Hailin,2019-10-12 23:56:41,129.38,44.57,CN,48,17,38.52,1.36,38.52
Karratha,2019-10-12 23:56:41,116.85,-20.74,AU,56,5,78.44,8.26,78.44
Skaelskor,2019-10-12 23:56:42,11.29,55.25,DK,100,97,55.0,4.7,52.61
Genoa,2019-10-12 23:56:42,8.93,44.41,IT,77,75,66.99,5.82,57.74
Half Moon Bay,2019-10-12 23:56:42,-122.43,37.46,US,72,1,81.0,9.17,75.9
Progreso,2019-10-12 23:56:42,-56.22,-34.68,UY,88,75,66.0,8.05,64.62
Francistown,2019-10-12 23:56:43,27.5,-21.17,BW,53,48,63.72,8.88,63.72
Kitimat,2019-10-12 23:56:43,-128.69,54.02,CA,71,20,50.0,3.36,50.0
Bagepalli,2019-10-12 23:56:43,77.8,13.78,IN,100,40,69.8,5.82,69.8
Shchigry,2019-10-12 23:56:43,36.91,51.87,RU,70,93,50.9,17.1,50.9
Ravar,2019-10-12 23:56:43,56.81,31.27,IR,39,0,54.32,1.47,54.32
Grindavik,2019-10-12 23:56:44,-22.43,63.84,IS,100,90,42.8,14.99,42.8
Abha,2019-10-12 23:56:44,42.5,18.22,SA,36,48,64.4,2.23,62.69
Vostok,2019-10-12 23:56:44,135.83,46.45,RU,34,0,33.67,4.96,33.67
Gazanjyk,2019-10-12 23:56:44,55.52,39.24,TM,87,100,61.21,16.33,61.21
